plate_number,brand,model,department_id,standard_fuel_per_100km,usage_date,daily_km,fuel_liters
07 AAA 014,Fiat,Atego,1,11.27,2024-01-23,285,42.72
07 AAA 014,Fiat,Atego,1,11.27,2024-01-24,284,46.76
07 AAA 014,Fiat,Atego,1,11.27,2024-01-25,203,19.04
07 AAA 014,Fiat,Atego,1,11.27,2024-01-26,68,7.06
07 AAA 014,Fiat,Atego,1,11.27,2024-01-27,84,7.99
07 AAA 014,Fiat,Atego,1,11.27,2024-01-28,180,25.97
07 AAA 014,Fiat,Atego,1,11.27,2024-01-29,148,20.03
07 AAA 014,Fiat,Atego,1,11.27,2024-01-30,175,16.09
07 AAA 014,Fiat,Atego,1,11.27,2024-01-31,230,26.3
07 AAA 014,Fiat,Atego,1,11.27,2024-02-01,154,21.38
07 AAA 014,Fiat,Atego,1,11.27,2024-02-02,266,25.5
07 AAA 014,Fiat,Atego,1,11.27,2024-02-03,220,29.26
07 AAA 014,Fiat,Atego,1,11.27,2024-02-04,292,31.28
07 AAA 014,Fiat,Atego,1,11.27,2024-02-05,126,16.04
07 AAA 014,Fiat,Atego,1,11.27,2024-02-06,139,14.53
07 AAA 014,Fiat,Atego,1,11.27,2024-02-07,83,9.09
07 AAA 014,Fiat,Atego,1,11.27,2024-02-08,156,14.12
07 AAA 014,Fiat,Atego,1,11.27,2024-02-09,165,25.76
07 AAA 014,Fiat,Atego,1,11.27,2024-02-10,90,14.79
07 AAA 014,Fiat,Atego,1,11.27,2024-02-11,141,16.84
07 AAA 014,Fiat,Atego,1,11.27,2024-02-12,275,27.96
07 AAA 014,Fiat,Atego,1,11.27,2024-02-13,156,22.44
07 AAA 014,Fiat,Atego,1,11.27,2024-02-14,202,31.58
07 AAA 014,Fiat,Atego,1,11.27,2024-02-15,199,31.16
07 AAA 014,Fiat,Atego,1,11.27,2024-02-16,169,19.39
07 AAA 014,Fiat,Atego,1,11.27,2024-02-17,131,18.61
07 AAA 014,Fiat,Atego,1,11.27,2024-02-18,137,13.28
07 AAA 014,Fiat,Atego,1,11.27,2024-02-19,68,9.02
07 AAA 014,Fiat,Atego,1,11.27,2024-02-20,90,15.15
07 AAA 014,Fiat,Atego,1,11.27,2024-02-21,112,13.36
07 AAA 014,Fiat,Atego,1,11.27,2024-02-22,164,16.59
07 AAA 014,Fiat,Atego,1,11.27,2024-02-23,285,30.18
07 AAA 014,Fiat,Atego,1,11.27,2024-02-24,124,18.77
07 AAA 014,Fiat,Atego,1,11.27,2024-02-25,291,32.07
07 AAA 014,Fiat,Atego,1,11.27,2024-02-26,173,26.99
07 AAA 014,Fiat,Atego,1,11.27,2024-02-27,159,22.46
07 AAA 014,Fiat,Atego,1,11.27,2024-02-28,127,21.19
07 AAA 014,Fiat,Atego,1,11.27,2024-02-29,72,7.74
07 AAA 014,Fiat,Atego,1,11.27,2024-03-01,126,13.53
07 AAA 014,Fiat,Atego,1,11.27,2024-03-02,276,29.14
07 AAA 014,Fiat,Atego,1,11.27,2024-03-03,158,22.85
07 AAA 014,Fiat,Atego,1,11.27,2024-03-04,242,36.3
07 AAA 014,Fiat,Atego,1,11.27,2024-03-05,295,33.94
07 AAA 014,Fiat,Atego,1,11.27,2024-03-06,135,17.54
07 AAA 014,Fiat,Atego,1,11.27,2024-03-07,82,11.85
07 AAA 014,Fiat,Atego,1,11.27,2024-03-08,174,28.41
07 AAA 014,Fiat,Atego,1,11.27,2024-03-09,271,31.34
07 AAA 014,Fiat,Atego,1,11.27,2024-03-10,50,7.15
07 AAA 014,Fiat,Atego,1,11.27,2024-03-11,296,30.92
07 AAA 014,Fiat,Atego,1,11.27,2024-03-12,92,12.29
07 AAA 014,Fiat,Atego,1,11.27,2024-03-13,282,31.69
07 AAA 014,Fiat,Atego,1,11.27,2024-03-14,157,20.93
07 AAA 014,Fiat,Atego,1,11.27,2024-03-15,42,4.49
07 AAA 014,Fiat,Atego,1,11.27,2024-03-16,114,14.93
07 AAA 014,Fiat,Atego,1,11.27,2024-03-17,63,6.11
07 AAA 014,Fiat,Atego,1,11.27,2024-03-18,175,20.49
07 AAA 014,Fiat,Atego,1,11.27,2024-03-19,198,25.84
07 AAA 014,Fiat,Atego,1,11.27,2024-03-20,110,12.45
07 AAA 014,Fiat,Atego,1,11.27,2024-03-21,40,4.26
07 AAA 014,Fiat,Atego,1,11.27,2024-03-22,74,10.78
07 AAA 014,Fiat,Atego,1,11.27,2024-03-23,48,5.24
07 AAA 014,Fiat,Atego,1,11.27,2024-03-24,291,48.69
07 AAA 014,Fiat,Atego,1,11.27,2024-03-25,86,10.45
07 AAA 014,Fiat,Atego,1,11.27,2024-03-26,59,7.7
07 AAA 014,Fiat,Atego,1,11.27,2024-03-27,231,31.28
07 AAA 014,Fiat,Atego,1,11.27,2024-03-28,203,18.34
07 AAA 014,Fiat,Atego,1,11.27,2024-03-29,249,25.99
07 AAA 014,Fiat,Atego,1,11.27,2024-03-30,270,42.47
07 AAA 014,Fiat,Atego,1,11.27,2024-03-31,170,15.43
07 AAA 014,Fiat,Atego,1,11.27,2024-04-01,293,30.42
07 AAA 014,Fiat,Atego,1,11.27,2024-04-02,100,9.5
07 AAA 014,Fiat,Atego,1,11.27,2024-04-03,251,24.18
07 AAA 014,Fiat,Atego,1,11.27,2024-04-04,202,24.0
07 AAA 014,Fiat,Atego,1,11.27,2024-04-05,67,6.6
07 AAA 014,Fiat,Atego,1,11.27,2024-04-06,91,9.05
07 AAA 014,Fiat,Atego,1,11.27,2024-04-07,52,8.79
07 AAA 014,Fiat,Atego,1,11.27,2024-04-08,125,18.64
07 AAA 014,Fiat,Atego,1,11.27,2024-04-09,250,24.87
07 AAA 014,Fiat,Atego,1,11.27,2024-04-10,264,28.81
07 AAA 014,Fiat,Atego,1,11.27,2024-04-11,251,41.81
07 AAA 014,Fiat,Atego,1,11.27,2024-04-12,127,18.14
07 AAA 014,Fiat,Atego,1,11.27,2024-04-13,80,10.45
07 AAA 014,Fiat,Atego,1,11.27,2024-04-14,115,11.54
07 AAA 014,Fiat,Atego,1,11.27,2024-04-15,163,18.99
07 AAA 014,Fiat,Atego,1,11.27,2024-04-16,182,26.14
07 AAA 014,Fiat,Atego,1,11.27,2024-04-17,185,18.09
07 AAA 014,Fiat,Atego,1,11.27,2024-04-18,198,25.96
07 AAA 014,Fiat,Atego,1,11.27,2024-04-19,55,8.0
07 AAA 014,Fiat,Atego,1,11.27,2024-04-20,58,6.8
07 AAA 014,Fiat,Atego,1,11.27,2024-04-21,225,24.3
07 AAA 014,Fiat,Atego,1,11.27,2024-04-22,128,18.48
07 AAA 014,Fiat,Atego,1,11.27,2024-04-23,156,20.37
07 AAA 014,Fiat,Atego,1,11.27,2024-04-24,174,20.33
07 AAA 014,Fiat,Atego,1,11.27,2024-04-25,186,18.39
07 AAA 014,Fiat,Atego,1,11.27,2024-04-26,178,26.2
07 AAA 014,Fiat,Atego,1,11.27,2024-04-27,260,35.22
07 AAA 014,Fiat,Atego,1,11.27,2024-04-28,218,36.77
07 AAA 014,Fiat,Atego,1,11.27,2024-04-29,200,27.35
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-01,212,27.93
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-02,264,37.97
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-03,93,9.84
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-04,73,10.56
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-05,152,13.67
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-06,178,19.24
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-07,191,22.85
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-08,207,19.15
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-09,135,18.14
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-10,266,34.43
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-11,50,5.6
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-12,61,6.88
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-13,180,20.51
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-14,220,21.82
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-15,110,13.72
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-16,283,32.86
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-17,281,45.75
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-18,280,26.43
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-19,281,31.79
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-20,121,16.71
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-21,264,35.68
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-22,231,28.29
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-23,74,8.11
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-24,168,15.02
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-25,299,34.93
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-26,94,12.12
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-27,70,8.91
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-28,245,39.17
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-29,98,10.54
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-30,78,7.02
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-01-31,65,9.7
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-01,298,43.2
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-02,229,25.26
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-03,290,44.13
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-04,44,4.89
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-05,64,8.52
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-06,262,41.74
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-07,274,32.66
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-08,285,45.43
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-09,57,5.57
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-10,104,11.72
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-11,75,11.55
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-12,125,15.05
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-13,121,14.85
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-14,217,35.3
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-15,42,6.64
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-16,271,32.76
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-17,140,21.9
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-18,218,29.35
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-19,293,35.55
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-20,246,29.32
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-21,288,45.06
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-22,252,29.96
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-23,61,8.1
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-24,109,10.78
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-25,189,21.29
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-26,228,32.56
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-27,117,16.66
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-28,230,21.73
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-02-29,51,7.14
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-01,126,20.26
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-02,130,19.54
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-03,240,31.17
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-04,256,31.03
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-05,272,24.22
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-06,109,16.81
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-07,92,9.61
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-08,203,22.8
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-09,238,30.19
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-10,217,34.68
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-11,149,13.63
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-12,217,19.29
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-13,295,30.09
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-14,70,11.22
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-15,142,23.1
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-16,283,29.26
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-17,115,14.62
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-18,256,35.5
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-19,45,6.82
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-20,104,9.86
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-21,88,8.76
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-22,171,19.01
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-23,103,16.11
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-24,154,24.99
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-25,214,33.85
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-26,189,25.28
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-27,250,30.24
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-28,297,34.17
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-29,220,25.86
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-30,167,15.44
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-03-31,213,27.45
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-01,204,17.8
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-02,228,23.97
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-03,63,8.41
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-04,133,18.39
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-05,148,13.49
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-06,70,11.26
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-07,174,16.42
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-08,123,12.96
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-09,78,8.06
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-10,136,16.67
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-11,69,6.5
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-12,186,29.86
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-13,46,5.14
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-14,101,10.55
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-15,262,31.51
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-16,80,12.1
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-17,147,21.01
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-18,153,24.34
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-19,234,21.26
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-20,63,7.36
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-21,157,15.05
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-22,213,26.64
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-23,220,29.06
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-24,199,24.88
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-25,214,32.78
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-26,263,30.54
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-27,78,12.35
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-28,68,8.39
07 AAA 015,Volkswagen,Fluence,2,10.86,2024-04-29,279,25.96
07 AAA 016,Renault,Fluence,1,11.07,2024-01-01,300,46.47
07 AAA 016,Renault,Fluence,1,11.07,2024-01-02,60,5.5
07 AAA 016,Renault,Fluence,1,11.07,2024-01-03,240,36.36
07 AAA 016,Renault,Fluence,1,11.07,2024-01-04,273,43.9
07 AAA 016,Renault,Fluence,1,11.07,2024-01-05,255,36.19
07 AAA 016,Renault,Fluence,1,11.07,2024-01-06,190,27.05
07 AAA 016,Renault,Fluence,1,11.07,2024-01-07,105,12.46
07 AAA 016,Renault,Fluence,1,11.07,2024-01-08,109,12.33
07 AAA 016,Renault,Fluence,1,11.07,2024-01-09,256,40.14
07 AAA 016,Renault,Fluence,1,11.07,2024-01-10,180,20.58
07 AAA 016,Renault,Fluence,1,11.07,2024-01-11,295,37.07
07 AAA 016,Renault,Fluence,1,11.07,2024-01-12,271,29.47
07 AAA 016,Renault,Fluence,1,11.07,2024-01-13,271,27.14
07 AAA 016,Renault,Fluence,1,11.07,2024-01-14,139,13.67
07 AAA 016,Renault,Fluence,1,11.07,2024-01-15,83,12.62
07 AAA 016,Renault,Fluence,1,11.07,2024-01-16,125,11.41
07 AAA 016,Renault,Fluence,1,11.07,2024-01-17,217,26.39
07 AAA 016,Renault,Fluence,1,11.07,2024-01-18,61,9.53
07 AAA 016,Renault,Fluence,1,11.07,2024-01-19,83,10.31
07 AAA 016,Renault,Fluence,1,11.07,2024-01-20,145,23.23
07 AAA 016,Renault,Fluence,1,11.07,2024-01-21,253,30.42
07 AAA 016,Renault,Fluence,1,11.07,2024-01-22,269,34.54
07 AAA 016,Renault,Fluence,1,11.07,2024-01-23,94,15.13
07 AAA 016,Renault,Fluence,1,11.07,2024-01-24,44,4.51
07 AAA 016,Renault,Fluence,1,11.07,2024-01-25,193,24.34
07 AAA 016,Renault,Fluence,1,11.07,2024-01-26,219,23.54
07 AAA 016,Renault,Fluence,1,11.07,2024-01-27,255,26.25
07 AAA 016,Renault,Fluence,1,11.07,2024-01-28,292,35.97
07 AAA 016,Renault,Fluence,1,11.07,2024-01-29,284,27.38
07 AAA 016,Renault,Fluence,1,11.07,2024-01-30,52,5.49
07 AAA 016,Renault,Fluence,1,11.07,2024-01-31,113,13.49
07 AAA 016,Renault,Fluence,1,11.07,2024-02-01,215,30.88
07 AAA 016,Renault,Fluence,1,11.07,2024-02-02,284,31.65
07 AAA 016,Renault,Fluence,1,11.07,2024-02-03,123,18.67
07 AAA 016,Renault,Fluence,1,11.07,2024-02-04,175,19.3
07 AAA 016,Renault,Fluence,1,11.07,2024-02-05,170,20.99
07 AAA 016,Renault,Fluence,1,11.07,2024-02-06,284,43.86
07 AAA 016,Renault,Fluence,1,11.07,2024-02-07,179,26.45
07 AAA 016,Renault,Fluence,1,11.07,2024-02-08,43,5.07
07 AAA 016,Renault,Fluence,1,11.07,2024-02-09,226,20.27
07 AAA 016,Renault,Fluence,1,11.07,2024-02-10,104,15.75
07 AAA 016,Renault,Fluence,1,11.07,2024-02-11,186,17.51
07 AAA 016,Renault,Fluence,1,11.07,2024-02-12,248,25.68
07 AAA 016,Renault,Fluence,1,11.07,2024-02-13,169,22.91
07 AAA 016,Renault,Fluence,1,11.07,2024-02-14,173,24.94
07 AAA 016,Renault,Fluence,1,11.07,2024-02-15,45,4.92
07 AAA 016,Renault,Fluence,1,11.07,2024-02-16,198,23.3
07 AAA 016,Renault,Fluence,1,11.07,2024-02-17,293,43.49
07 AAA 016,Renault,Fluence,1,11.07,2024-02-18,114,18.0
07 AAA 016,Renault,Fluence,1,11.07,2024-02-19,173,17.93
07 AAA 016,Renault,Fluence,1,11.07,2024-02-20,190,27.76
07 AAA 016,Renault,Fluence,1,11.07,2024-02-21,229,22.83
07 AAA 016,Renault,Fluence,1,11.07,2024-02-22,282,37.52
07 AAA 016,Renault,Fluence,1,11.07,2024-02-23,69,10.15
07 AAA 016,Renault,Fluence,1,11.07,2024-02-24,114,10.16
07 AAA 016,Renault,Fluence,1,11.07,2024-02-25,207,29.67
07 AAA 016,Renault,Fluence,1,11.07,2024-02-26,58,5.92
07 AAA 016,Renault,Fluence,1,11.07,2024-02-27,291,41.03
07 AAA 016,Renault,Fluence,1,11.07,2024-02-28,150,23.39
07 AAA 016,Renault,Fluence,1,11.07,2024-02-29,76,8.93
07 AAA 016,Renault,Fluence,1,11.07,2024-03-01,188,19.48
07 AAA 016,Renault,Fluence,1,11.07,2024-03-02,235,35.85
07 AAA 016,Renault,Fluence,1,11.07,2024-03-03,246,37.42
07 AAA 016,Renault,Fluence,1,11.07,2024-03-04,270,34.56
07 AAA 016,Renault,Fluence,1,11.07,2024-03-05,87,13.32
07 AAA 016,Renault,Fluence,1,11.07,2024-03-06,69,7.56
07 AAA 016,Renault,Fluence,1,11.07,2024-03-07,198,24.77
07 AAA 016,Renault,Fluence,1,11.07,2024-03-08,229,26.45
07 AAA 016,Renault,Fluence,1,11.07,2024-03-09,83,10.35
07 AAA 016,Renault,Fluence,1,11.07,2024-03-10,191,18.21
07 AAA 016,Renault,Fluence,1,11.07,2024-03-11,288,29.39
07 AAA 016,Renault,Fluence,1,11.07,2024-03-12,286,36.96
07 AAA 016,Renault,Fluence,1,11.07,2024-03-13,281,28.54
07 AAA 016,Renault,Fluence,1,11.07,2024-03-14,207,25.51
07 AAA 016,Renault,Fluence,1,11.07,2024-03-15,120,17.68
07 AAA 016,Renault,Fluence,1,11.07,2024-03-16,68,8.2
07 AAA 016,Renault,Fluence,1,11.07,2024-03-17,53,5.28
07 AAA 016,Renault,Fluence,1,11.07,2024-03-18,251,31.5
07 AAA 016,Renault,Fluence,1,11.07,2024-03-19,102,11.08
07 AAA 016,Renault,Fluence,1,11.07,2024-03-20,126,16.27
07 AAA 016,Renault,Fluence,1,11.07,2024-03-21,267,43.81
07 AAA 016,Renault,Fluence,1,11.07,2024-03-22,220,27.42
07 AAA 016,Renault,Fluence,1,11.07,2024-03-23,233,32.38
07 AAA 016,Renault,Fluence,1,11.07,2024-03-24,269,37.66
07 AAA 016,Renault,Fluence,1,11.07,2024-03-25,225,22.82
07 AAA 016,Renault,Fluence,1,11.07,2024-03-26,129,14.5
07 AAA 016,Renault,Fluence,1,11.07,2024-03-27,111,14.69
07 AAA 016,Renault,Fluence,1,11.07,2024-03-28,193,21.49
07 AAA 016,Renault,Fluence,1,11.07,2024-03-29,125,18.32
07 AAA 016,Renault,Fluence,1,11.07,2024-03-30,246,30.24
07 AAA 016,Renault,Fluence,1,11.07,2024-03-31,155,18.27
07 AAA 016,Renault,Fluence,1,11.07,2024-04-01,215,29.9
07 AAA 016,Renault,Fluence,1,11.07,2024-04-02,209,31.69
07 AAA 016,Renault,Fluence,1,11.07,2024-04-03,114,12.02
07 AAA 016,Renault,Fluence,1,11.07,2024-04-04,214,26.54
07 AAA 016,Renault,Fluence,1,11.07,2024-04-05,236,25.6
07 AAA 016,Renault,Fluence,1,11.07,2024-04-06,144,15.17
07 AAA 016,Renault,Fluence,1,11.07,2024-04-07,145,14.74
07 AAA 016,Renault,Fluence,1,11.07,2024-04-08,86,14.06
07 AAA 016,Renault,Fluence,1,11.07,2024-04-09,134,14.73
07 AAA 016,Renault,Fluence,1,11.07,2024-04-10,254,30.96
07 AAA 016,Renault,Fluence,1,11.07,2024-04-11,212,34.8
07 AAA 016,Renault,Fluence,1,11.07,2024-04-12,175,21.46
07 AAA 016,Renault,Fluence,1,11.07,2024-04-13,243,30.93
07 AAA 016,Renault,Fluence,1,11.07,2024-04-14,59,9.77
07 AAA 016,Renault,Fluence,1,11.07,2024-04-15,157,16.49
07 AAA 016,Renault,Fluence,1,11.07,2024-04-16,61,9.27
07 AAA 016,Renault,Fluence,1,11.07,2024-04-17,72,7.99
07 AAA 016,Renault,Fluence,1,11.07,2024-04-18,293,45.77
07 AAA 016,Renault,Fluence,1,11.07,2024-04-19,144,16.87
07 AAA 016,Renault,Fluence,1,11.07,2024-04-20,173,28.63
07 AAA 016,Renault,Fluence,1,11.07,2024-04-21,267,23.84
07 AAA 016,Renault,Fluence,1,11.07,2024-04-22,84,8.81
07 AAA 016,Renault,Fluence,1,11.07,2024-04-23,164,21.82
07 AAA 016,Renault,Fluence,1,11.07,2024-04-24,225,19.94
07 AAA 016,Renault,Fluence,1,11.07,2024-04-25,189,26.18
07 AAA 016,Renault,Fluence,1,11.07,2024-04-26,243,29.8
07 AAA 016,Renault,Fluence,1,11.07,2024-04-27,91,14.29
07 AAA 016,Renault,Fluence,1,11.07,2024-04-28,252,29.22
07 AAA 016,Renault,Fluence,1,11.07,2024-04-29,113,17.41
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-01,41,9.29
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-02,43,11.76
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-03,226,64.17
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-04,223,74.89
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-05,193,60.12
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-06,185,38.56
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-07,55,12.14
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-08,197,54.26
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-09,98,37.4
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-10,145,36.76
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-11,270,82.22
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-12,272,98.12
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-13,113,31.59
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-14,279,81.35
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-15,226,56.53
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-16,247,93.69
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-17,293,97.62
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-18,149,55.21
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-19,193,62.52
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-20,62,15.89
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-21,285,68.61
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-22,202,57.69
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-23,57,13.7
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-24,141,31.97
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-25,91,28.21
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-26,112,35.85
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-27,146,31.52
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-28,173,55.01
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-29,92,30.69
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-30,214,80.75
07 AAA 017,Peugeot,Caddy,3,25.6,2024-01-31,151,47.51
07 AAA 017,Peugeot,Caddy,3,25.6,2024-02-01,247,72.64
07 AAA 017,Peugeot,Caddy,3,25.6,2024-02-02,113,39.46
07 AAA 017,Peugeot,Caddy,3,25.6,2024-02-03,278,80.32
07 AAA 017,Peugeot,Caddy,3,25.6,2024-02-04,280,85.5
07 AAA 017,Peugeot,Caddy,3,25.6,2024-02-05,288,94.75
07 AAA 017,Peugeot,Caddy,3,25.6,2024-02-06,223,66.3
