plate_number,brand,model,department_id,standard_fuel_per_100km,usage_date,daily_km,fuel_liters
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-12,54,12.25
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-13,151,42.57
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-14,193,37.6
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-15,160,54.35
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-16,105,34.89
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-17,236,78.25
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-18,272,92.33
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-19,169,41.29
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-20,240,56.66
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-21,283,81.19
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-22,206,63.56
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-23,272,82.52
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-24,58,13.82
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-25,42,8.43
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-26,100,23.61
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-27,71,19.25
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-28,253,71.92
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-29,134,43.49
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-30,226,56.42
07 AAA 010,Peugeot,Caddy,3,24.0,2024-01-31,239,58.81
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-01,259,76.72
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-02,241,70.67
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-03,287,97.11
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-04,211,64.56
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-05,254,68.28
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-06,99,21.3
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-07,237,58.15
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-08,132,39.83
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-09,179,44.27
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-10,121,33.07
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-11,83,24.59
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-12,178,48.36
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-13,146,35.38
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-14,83,27.66
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-15,160,37.1
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-16,60,15.37
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-17,74,19.57
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-18,277,79.9
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-19,135,31.5
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-20,177,48.51
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-21,67,20.81
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-22,139,27.76
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-23,279,90.36
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-24,65,19.41
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-25,269,60.17
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-26,77,26.51
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-27,287,84.05
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-28,45,10.19
07 AAA 010,Peugeot,Caddy,3,24.0,2024-02-29,271,63.7
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-01,285,80.51
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-02,134,41.07
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-03,109,25.48
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-04,189,48.08
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-05,117,24.2
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-06,157,46.74
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-07,260,76.43
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-08,115,32.48
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-09,137,45.37
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-10,101,30.69
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-11,137,46.27
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-12,290,69.31
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-13,288,81.65
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-14,153,33.81
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-15,242,66.47
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-16,210,63.52
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-17,183,48.92
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-18,140,29.02
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-19,288,58.0
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-20,85,24.78
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-21,213,64.39
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-22,68,18.51
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-23,115,27.35
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-24,125,37.14
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-25,101,24.96
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-26,256,56.17
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-27,83,24.46
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-28,270,58.15
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-29,51,12.93
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-30,145,28.62
07 AAA 010,Peugeot,Caddy,3,24.0,2024-03-31,148,48.76
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-01,124,26.49
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-02,296,99.69
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-03,59,14.29
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-04,238,70.16
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-05,245,49.78
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-06,284,57.7
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-07,89,22.74
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-08,262,87.89
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-09,54,18.73
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-10,245,59.79
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-11,176,60.65
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-12,192,44.57
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-13,198,38.83
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-14,133,47.51
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-15,146,37.58
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-16,85,18.24
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-17,193,55.25
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-18,40,14.21
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-19,244,79.72
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-20,195,69.8
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-21,135,39.3
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-22,183,56.78
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-23,203,70.2
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-24,146,46.85
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-25,260,68.92
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-26,177,51.22
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-27,160,46.47
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-28,120,29.12
07 AAA 010,Peugeot,Caddy,3,24.0,2024-04-29,41,9.41
07 AAA 011,Fiat,Atego,3,25.17,2024-01-01,235,48.99
07 AAA 011,Fiat,Atego,3,25.17,2024-01-02,61,21.41
07 AAA 011,Fiat,Atego,3,25.17,2024-01-03,238,52.87
07 AAA 011,Fiat,Atego,3,25.17,2024-01-04,88,23.36
07 AAA 011,Fiat,Atego,3,25.17,2024-01-05,124,32.59
07 AAA 011,Fiat,Atego,3,25.17,2024-01-06,212,53.93
07 AAA 011,Fiat,Atego,3,25.17,2024-01-07,218,68.04
07 AAA 011,Fiat,Atego,3,25.17,2024-01-08,199,68.08
07 AAA 011,Fiat,Atego,3,25.17,2024-01-09,62,20.62
07 AAA 011,Fiat,Atego,3,25.17,2024-01-10,150,44.87
07 AAA 011,Fiat,Atego,3,25.17,2024-01-11,259,54.98
07 AAA 011,Fiat,Atego,3,25.17,2024-01-12,265,61.91
07 AAA 011,Fiat,Atego,3,25.17,2024-01-13,41,11.96
07 AAA 011,Fiat,Atego,3,25.17,2024-01-14,151,40.63
07 AAA 011,Fiat,Atego,3,25.17,2024-01-15,182,40.12
07 AAA 011,Fiat,Atego,3,25.17,2024-01-16,291,94.2
07 AAA 011,Fiat,Atego,3,25.17,2024-01-17,209,53.3
07 AAA 011,Fiat,Atego,3,25.17,2024-01-18,193,46.55
07 AAA 011,Fiat,Atego,3,25.17,2024-01-19,268,58.71
07 AAA 011,Fiat,Atego,3,25.17,2024-01-20,42,15.44
07 AAA 011,Fiat,Atego,3,25.17,2024-01-21,52,15.72
07 AAA 011,Fiat,Atego,3,25.17,2024-01-22,262,72.09
07 AAA 011,Fiat,Atego,3,25.17,2024-01-23,263,67.08
07 AAA 011,Fiat,Atego,3,25.17,2024-01-24,123,28.01
07 AAA 011,Fiat,Atego,3,25.17,2024-01-25,248,83.75
07 AAA 011,Fiat,Atego,3,25.17,2024-01-26,273,100.61
07 AAA 011,Fiat,Atego,3,25.17,2024-01-27,193,44.51
07 AAA 011,Fiat,Atego,3,25.17,2024-01-28,186,67.36
07 AAA 011,Fiat,Atego,3,25.17,2024-01-29,146,37.86
07 AAA 011,Fiat,Atego,3,25.17,2024-01-30,242,49.72
07 AAA 011,Fiat,Atego,3,25.17,2024-01-31,73,26.42
07 AAA 011,Fiat,Atego,3,25.17,2024-02-01,281,60.17
07 AAA 011,Fiat,Atego,3,25.17,2024-02-02,243,65.5
07 AAA 011,Fiat,Atego,3,25.17,2024-02-03,122,30.16
07 AAA 011,Fiat,Atego,3,25.17,2024-02-04,165,62.11
07 AAA 011,Fiat,Atego,3,25.17,2024-02-05,240,50.47
07 AAA 011,Fiat,Atego,3,25.17,2024-02-06,220,71.55
07 AAA 011,Fiat,Atego,3,25.17,2024-02-07,116,43.43
07 AAA 011,Fiat,Atego,3,25.17,2024-02-08,228,76.98
07 AAA 011,Fiat,Atego,3,25.17,2024-02-09,229,63.38
07 AAA 011,Fiat,Atego,3,25.17,2024-02-10,82,18.51
07 AAA 011,Fiat,Atego,3,25.17,2024-02-11,47,13.84
07 AAA 011,Fiat,Atego,3,25.17,2024-02-12,241,61.42
07 AAA 011,Fiat,Atego,3,25.17,2024-02-13,124,30.52
07 AAA 011,Fiat,Atego,3,25.17,2024-02-14,267,54.79
07 AAA 011,Fiat,Atego,3,25.17,2024-02-15,82,18.74
07 AAA 011,Fiat,Atego,3,25.17,2024-02-16,122,33.75
07 AAA 011,Fiat,Atego,3,25.17,2024-02-17,266,73.97
07 AAA 011,Fiat,Atego,3,25.17,2024-02-18,218,70.47
07 AAA 011,Fiat,Atego,3,25.17,2024-02-19,115,26.51
07 AAA 011,Fiat,Atego,3,25.17,2024-02-20,113,41.51
07 AAA 011,Fiat,Atego,3,25.17,2024-02-21,290,67.68
07 AAA 011,Fiat,Atego,3,25.17,2024-02-22,255,63.54
07 AAA 011,Fiat,Atego,3,25.17,2024-02-23,209,56.75
07 AAA 011,Fiat,Atego,3,25.17,2024-02-24,233,77.19
07 AAA 011,Fiat,Atego,3,25.17,2024-02-25,63,23.04
07 AAA 011,Fiat,Atego,3,25.17,2024-02-26,165,51.85
07 AAA 011,Fiat,Atego,3,25.17,2024-02-27,236,75.0
07 AAA 011,Fiat,Atego,3,25.17,2024-02-28,216,71.91
07 AAA 011,Fiat,Atego,3,25.17,2024-02-29,168,47.97
07 AAA 011,Fiat,Atego,3,25.17,2024-03-01,270,60.62
07 AAA 011,Fiat,Atego,3,25.17,2024-03-02,128,31.99
07 AAA 011,Fiat,Atego,3,25.17,2024-03-03,135,47.93
07 AAA 011,Fiat,Atego,3,25.17,2024-03-04,206,61.03
07 AAA 011,Fiat,Atego,3,25.17,2024-03-05,243,59.17
07 AAA 011,Fiat,Atego,3,25.17,2024-03-06,165,50.27
07 AAA 011,Fiat,Atego,3,25.17,2024-03-07,69,21.85
07 AAA 011,Fiat,Atego,3,25.17,2024-03-08,299,67.65
07 AAA 011,Fiat,Atego,3,25.17,2024-03-09,102,37.91
07 AAA 011,Fiat,Atego,3,25.17,2024-03-10,126,42.56
07 AAA 011,Fiat,Atego,3,25.17,2024-03-11,75,24.79
07 AAA 011,Fiat,Atego,3,25.17,2024-03-12,125,46.27
07 AAA 011,Fiat,Atego,3,25.17,2024-03-13,181,51.54
07 AAA 011,Fiat,Atego,3,25.17,2024-03-14,101,25.31
07 AAA 011,Fiat,Atego,3,25.17,2024-03-15,215,47.35
07 AAA 011,Fiat,Atego,3,25.17,2024-03-16,287,95.43
07 AAA 011,Fiat,Atego,3,25.17,2024-03-17,227,76.55
07 AAA 011,Fiat,Atego,3,25.17,2024-03-18,280,73.77
07 AAA 011,Fiat,Atego,3,25.17,2024-03-19,71,25.05
07 AAA 011,Fiat,Atego,3,25.17,2024-03-20,120,28.26
07 AAA 011,Fiat,Atego,3,25.17,2024-03-21,140,38.43
07 AAA 011,Fiat,Atego,3,25.17,2024-03-22,109,28.68
07 AAA 011,Fiat,Atego,3,25.17,2024-03-23,48,10.51
07 AAA 011,Fiat,Atego,3,25.17,2024-03-24,66,24.45
07 AAA 011,Fiat,Atego,3,25.17,2024-03-25,158,55.34
07 AAA 011,Fiat,Atego,3,25.17,2024-03-26,264,85.67
07 AAA 011,Fiat,Atego,3,25.17,2024-03-27,168,42.87
07 AAA 011,Fiat,Atego,3,25.17,2024-03-28,218,62.94
07 AAA 011,Fiat,Atego,3,25.17,2024-03-29,81,18.75
07 AAA 011,Fiat,Atego,3,25.17,2024-03-30,251,61.03
07 AAA 011,Fiat,Atego,3,25.17,2024-03-31,85,20.19
07 AAA 011,Fiat,Atego,3,25.17,2024-04-01,74,26.17
07 AAA 011,Fiat,Atego,3,25.17,2024-04-02,131,33.59
07 AAA 011,Fiat,Atego,3,25.17,2024-04-03,52,19.6
07 AAA 011,Fiat,Atego,3,25.17,2024-04-04,247,54.81
07 AAA 011,Fiat,Atego,3,25.17,2024-04-05,57,15.91
07 AAA 011,Fiat,Atego,3,25.17,2024-04-06,160,52.87
07 AAA 011,Fiat,Atego,3,25.17,2024-04-07,205,42.64
07 AAA 011,Fiat,Atego,3,25.17,2024-04-08,171,41.51
07 AAA 011,Fiat,Atego,3,25.17,2024-04-09,217,73.05
07 AAA 011,Fiat,Atego,3,25.17,2024-04-10,69,14.61
07 AAA 011,Fiat,Atego,3,25.17,2024-04-11,168,43.83
07 AAA 011,Fiat,Atego,3,25.17,2024-04-12,197,71.46
07 AAA 011,Fiat,Atego,3,25.17,2024-04-13,187,63.88
07 AAA 011,Fiat,Atego,3,25.17,2024-04-14,121,29.09
07 AAA 011,Fiat,Atego,3,25.17,2024-04-15,117,30.29
07 AAA 011,Fiat,Atego,3,25.17,2024-04-16,148,36.51
07 AAA 011,Fiat,Atego,3,25.17,2024-04-17,273,69.13
07 AAA 011,Fiat,Atego,3,25.17,2024-04-18,143,43.05
07 AAA 011,Fiat,Atego,3,25.17,2024-04-19,102,34.68
07 AAA 011,Fiat,Atego,3,25.17,2024-04-20,257,90.21
07 AAA 011,Fiat,Atego,3,25.17,2024-04-21,151,48.27
07 AAA 011,Fiat,Atego,3,25.17,2024-04-22,265,84.36
07 AAA 011,Fiat,Atego,3,25.17,2024-04-23,151,41.36
07 AAA 011,Fiat,Atego,3,25.17,2024-04-24,45,14.29
07 AAA 011,Fiat,Atego,3,25.17,2024-04-25,154,50.94
07 AAA 011,Fiat,Atego,3,25.17,2024-04-26,99,23.85
07 AAA 011,Fiat,Atego,3,25.17,2024-04-27,171,56.66
07 AAA 011,Fiat,Atego,3,25.17,2024-04-28,182,51.63
07 AAA 011,Fiat,Atego,3,25.17,2024-04-29,173,56.64
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-01,191,15.12
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-02,142,13.05
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-03,115,9.7
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-04,153,14.28
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-05,60,4.96
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-06,189,16.02
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-07,286,24.95
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-08,69,5.3
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-09,262,21.39
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-10,101,8.18
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-11,215,24.77
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-12,174,13.02
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-13,199,17.25
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-14,199,15.56
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-15,49,5.08
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-16,234,20.1
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-17,77,8.16
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-18,191,14.74
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-19,108,11.81
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-20,267,27.1
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-21,263,20.36
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-22,141,16.09
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-23,183,17.69
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-24,88,9.28
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-25,287,35.69
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-26,207,14.12
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-27,271,26.55
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-28,186,19.74
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-29,168,19.49
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-30,50,4.87
07 AAA 012,Peugeot,Atego,4,8.37,2024-01-31,261,32.01
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-01,202,13.61
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-02,109,10.96
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-03,130,11.98
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-04,298,23.86
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-05,210,25.04
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-06,194,15.8
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-07,167,11.74
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-08,265,22.15
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-09,203,24.72
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-10,62,6.06
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-11,57,5.08
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-12,97,10.22
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-13,177,22.18
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-14,251,17.52
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-15,203,25.04
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-16,290,22.06
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-17,224,20.2
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-18,84,7.31
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-19,130,14.03
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-20,56,5.69
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-21,287,33.43
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-22,184,22.55
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-23,299,34.08
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-24,291,33.65
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-25,105,10.87
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-26,98,10.22
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-27,295,23.85
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-28,130,14.21
07 AAA 012,Peugeot,Atego,4,8.37,2024-02-29,276,21.39
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-01,132,14.75
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-02,115,7.95
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-03,252,18.65
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-04,183,17.67
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-05,277,24.66
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-06,234,23.01
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-07,291,30.49
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-08,285,29.79
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-09,52,4.87
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-10,101,9.96
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-11,204,20.19
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-12,193,13.05
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-13,224,23.67
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-14,171,13.01
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-15,184,14.06
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-16,165,11.58
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-17,51,6.19
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-18,175,12.01
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-19,152,10.24
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-20,91,10.43
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-21,272,22.2
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-22,168,17.71
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-23,97,9.0
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-24,297,31.23
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-25,237,16.92
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-26,124,13.24
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-27,232,18.38
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-28,256,25.51
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-29,148,14.96
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-30,296,29.16
07 AAA 012,Peugeot,Atego,4,8.37,2024-03-31,207,25.83
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-01,141,12.33
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-02,178,15.5
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-03,206,20.68
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-04,189,20.98
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-05,150,10.91
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-06,196,18.5
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-07,158,17.75
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-08,212,16.17
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-09,162,14.86
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-10,136,9.16
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-11,174,17.02
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-12,246,16.64
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-13,56,5.41
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-14,175,17.12
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-15,278,22.58
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-16,134,15.75
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-17,79,6.74
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-18,157,13.3
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-19,90,9.02
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-20,292,35.24
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-21,136,12.44
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-22,231,15.57
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-23,67,5.4
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-24,160,11.41
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-25,75,5.12
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-26,154,10.85
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-27,175,20.37
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-28,109,12.59
07 AAA 012,Peugeot,Atego,4,8.37,2024-04-29,98,7.31
07 AAA 013,Renault,Fluence,1,12.21,2024-01-01,116,12.02
07 AAA 013,Renault,Fluence,1,12.21,2024-01-02,128,22.91
07 AAA 013,Renault,Fluence,1,12.21,2024-01-03,150,17.49
07 AAA 013,Renault,Fluence,1,12.21,2024-01-04,94,16.78
07 AAA 013,Renault,Fluence,1,12.21,2024-01-05,260,27.28
07 AAA 013,Renault,Fluence,1,12.21,2024-01-06,82,13.53
07 AAA 013,Renault,Fluence,1,12.21,2024-01-07,80,13.85
07 AAA 013,Renault,Fluence,1,12.21,2024-01-08,257,46.79
07 AAA 013,Renault,Fluence,1,12.21,2024-01-09,71,11.17
07 AAA 013,Renault,Fluence,1,12.21,2024-01-10,65,7.3
07 AAA 013,Renault,Fluence,1,12.21,2024-01-11,88,13.69
07 AAA 013,Renault,Fluence,1,12.21,2024-01-12,117,13.87
07 AAA 013,Renault,Fluence,1,12.21,2024-01-13,206,26.16
07 AAA 013,Renault,Fluence,1,12.21,2024-01-14,145,16.23
07 AAA 013,Renault,Fluence,1,12.21,2024-01-15,144,20.36
07 AAA 013,Renault,Fluence,1,12.21,2024-01-16,221,35.35
07 AAA 013,Renault,Fluence,1,12.21,2024-01-17,156,26.19
07 AAA 013,Renault,Fluence,1,12.21,2024-01-18,93,15.43
07 AAA 013,Renault,Fluence,1,12.21,2024-01-19,219,22.13
07 AAA 013,Renault,Fluence,1,12.21,2024-01-20,74,10.06
07 AAA 013,Renault,Fluence,1,12.21,2024-01-21,145,24.93
07 AAA 013,Renault,Fluence,1,12.21,2024-01-22,56,6.57
07 AAA 013,Renault,Fluence,1,12.21,2024-01-23,157,18.94
07 AAA 013,Renault,Fluence,1,12.21,2024-01-24,203,35.12
07 AAA 013,Renault,Fluence,1,12.21,2024-01-25,144,23.39
07 AAA 013,Renault,Fluence,1,12.21,2024-01-26,167,24.42
07 AAA 013,Renault,Fluence,1,12.21,2024-01-27,156,15.86
07 AAA 013,Renault,Fluence,1,12.21,2024-01-28,75,9.15
07 AAA 013,Renault,Fluence,1,12.21,2024-01-29,70,11.1
